"ID","METHOD_CLASS"
"4ad7","x-ray"
"4foc","x-ray"
"1zsl","x-ray"
"7nyg","x-ray"
"1cnb","x-ray"
"3fmp","x-ray"
"7dvs","x-ray"
"2uyi","x-ray"
"7d3b","x-ray"
"5vuz","x-ray"
"2htf","nmr"
"7dtg","x-ray"
"5k4g","x-ray"
"6jdr","x-ray"
"6l99","nmr"
"6gax","x-ray"
"1v02","x-ray"
"2dqk","x-ray"
"7ktj","x-ray"
"5xhg","x-ray"
"6f51","x-ray"
"6ebq","x-ray"
"7l6d","x-ray"
"1ri9","nmr"
"7pfi","x-ray"
"2lyf","nmr"
"5uds","x-ray"
"5bn4","x-ray"
"3zcj","x-ray"
"1r11","x-ray"
"6m6y","x-ray"
"4np1","x-ray"
"2ny1","x-ray"
"7nui","x-ray"
"6clf","em"
"3egu","x-ray"
"4x54","x-ray"
"4ty7","x-ray"
"1uxa","x-ray"
"5o75","x-ray"
"4ncr","x-ray"
"7v7u","em"
"2cyb","x-ray"
"1b6b","x-ray"
"2c5e","x-ray"
"3ggp","x-ray"
"5t6c","x-ray"
"1dfx","x-ray"
"4zrl","x-ray"
"1iyf","nmr"
"5o9k","x-ray"
"5x0v","x-ray"
"5lux","x-ray"
"1e6a","x-ray"
"2qzx","x-ray"
"4ngt","x-ray"
"4tzj","x-ray"
"4rww","x-ray"
"3uji","x-ray"
"3h55","x-ray"
"2yyz","x-ray"
"5wpq","em"
"2hit","x-ray"
"6zi6","x-ray"
"7r7l","x-ray"
"2hol","x-ray"
"5ivh","x-ray"
"7n87","nmr"
"4mx0","x-ray"
"7mp7","nmr"
"2ll4","nmr"
"5d2o","x-ray"
"3cgy","x-ray"
"2bw1","x-ray"
"6ut7","em"
"6grz","x-ray"
"3e54","x-ray"
"5uuk","x-ray"
"1oki","x-ray"
"3a9h","x-ray"
"3i55","x-ray"
"3jv5","x-ray"
"5u22","x-ray"
"1pzh","x-ray"
"7mbg","x-ray"
"3atv","x-ray"
"3s2n","x-ray"
"1atj","x-ray"
"5u3z","x-ray"
"2fct","x-ray"
"3lcc","x-ray"
"6b3b","x-ray"
"1tfx","x-ray"
"6x3v","em"
"1dmi","x-ray"
"6iam","x-ray"
"7ao9","em"
"2jlr","x-ray"
"2ix4","x-ray"
"2jg3","x-ray"
"4lb9","x-ray"
"1q2o","x-ray"
"6rcr","x-ray"
"4xe1","x-ray"
"4y33","x-ray"
"5ain","x-ray"
"1di1","x-ray"
"2l8y","nmr"
"3c88","x-ray"
"3htt","x-ray"
"6jkx","x-ray"
"6ai6","x-ray"
"7ps6","x-ray"
"5gr6","x-ray"
"2qzr","x-ray"
"6mii","x-ray"
"5pjc","x-ray"
"5mb7","x-ray"
"6p5v","x-ray"
"5zbk","x-ray"
"237d","x-ray"
"1ueo","nmr"
"6uwv","x-ray"
"5cq3","x-ray"
"6ogf","em"
"6ngj","x-ray"
"4b0e","x-ray"
"2ol7","x-ray"
"2m3a","nmr"
"2zy3","x-ray"
"3rwp","x-ray"
"1g4t","x-ray"
"1lq9","x-ray"
"2ax5","nmr"
"4bz5","x-ray"
"5c0b","x-ray"
"5o1q","nmr"
"3w97","x-ray"
"2vzi","x-ray"
"5qrd","x-ray"
"1wl1","x-ray"
"4pvc","x-ray"
"1hph","nmr"
"4iic","x-ray"
"5iz4","x-ray"
"2sta","x-ray"
"4jb8","x-ray"
"2kyh","nmr"
"1uop","x-ray"
"1xnr","x-ray"
"7fc4","x-ray"
"4ypl","x-ray"
"7alu","nmr"
"5f5u","x-ray"
"5jqe","x-ray"
"5fw3","x-ray"
"1uot","x-ray"
"5uq0","x-ray"
"1adg","x-ray"
"3kx0","x-ray"
"5h49","x-ray"
"3bp5","x-ray"
"8ick","x-ray"
"2jp5","nmr"
"3ri4","x-ray"
"4btk","x-ray"
"1muv","nmr"
"1tfc","x-ray"
"2vri","x-ray"
"1yrl","x-ray"
"3wt2","x-ray"
"4hx8","x-ray"
"1hw9","x-ray"
"3j9x","em"
"7jxw","x-ray"
"6t21","x-ray"
"2qrb","x-ray"
"3zl2","x-ray"
"2cla","x-ray"
"2chg","x-ray"
"7mp2","x-ray"
"7ozv","em"
"3s8q","x-ray"
"1zlc","nmr"
"1dcq","x-ray"
"6r5d","x-ray"
"5pgl","x-ray"
"1adb","x-ray"
"4i2d","x-ray"
"6o0u","x-ray"
"5n0a","x-ray"
"3pm7","x-ray"
"1sep","x-ray"
"5lay","x-ray"
"1asw","x-ray"
"1awd","x-ray"
"5xwe","x-ray"
"5nwc","x-ray"
"1ww1","x-ray"
"5ld5","x-ray"
"1fdt","x-ray"
"3fwx","x-ray"
"6uc6","x-ray"
"6njv","x-ray"
"5opm","x-ray"
"6q64","x-ray"
"4gb2","x-ray"
"4hfl","x-ray"
"4lpk","x-ray"
"3il3","x-ray"
"3g2r","x-ray"
"5c1y","x-ray"
"1d0d","x-ray"
"4bil","em"
"5obz","x-ray"
"3jd7","em"
"1yoh","x-ray"
"1lo3","x-ray"
"6tai","x-ray"
"7f6r","x-ray"
"3sj6","x-ray"
"5ynq","x-ray"
"2dl2","x-ray"
"5or6","x-ray"
"5exv","x-ray"
"7ri8","em"
"2g1t","x-ray"
"3u7l","x-ray"
"3j04","em"
"5qpn","x-ray"
"5b3d","x-ray"
"1ldm","x-ray"
"4pls","x-ray"
"2zr6","x-ray"
"1e7o","x-ray"
"1mku","x-ray"
"7v76","em"
"6ukd","x-ray"
"2flp","x-ray"
"4zv0","x-ray"
"5l51","x-ray"
"3ly6","x-ray"
"5bza","x-ray"
"1eo8","x-ray"
"6cmk","x-ray"
"2r8d","x-ray"
"1fpw","nmr"
"3dbd","x-ray"
"5j2h","x-ray"
"4r51","x-ray"
"4e38","x-ray"
"3lsf","x-ray"
"4cdw","x-ray"
"6wg9","x-ray"
"1fqx","x-ray"
"6vzq","x-ray"
"3p8e","x-ray"
"7a01","em"
"6s4c","x-ray"
"5pzq","x-ray"
"2lcw","nmr"
"2et3","x-ray"
"7q0a","em"
"3id3","x-ray"
"5d2f","x-ray"
"2pwb","x-ray"
"6eea","x-ray"
"1drj","x-ray"
"5re5","x-ray"
"5lnv","x-ray"
"1xs5","x-ray"
"6rzs","x-ray"
"6sm2","x-ray"
"3iga","x-ray"
"5uh8","x-ray"
"5qzb","x-ray"
"6hk6","x-ray"
"3nfc","x-ray"
"1wd2","nmr"
"5tk2","x-ray"
"4gkn","x-ray"
"7f8l","x-ray"
"5wls","x-ray"
"2xkc","x-ray"
"1ncr","x-ray"
"2at5","x-ray"
"4m80","x-ray"
"3jaz","em"
"1mnm","x-ray"
"1vkl","x-ray"
"1jl7","x-ray"
"3qh8","x-ray"
"6cg9","x-ray"
"2osv","x-ray"
"2xk2","x-ray"
"5xao","x-ray"
"3ujl","x-ray"
"3luy","x-ray"
"5g5e","x-ray"
"3lh9","x-ray"
"6ft7","x-ray"
"4cjc","x-ray"
"6c73","x-ray"
"1h8l","x-ray"
"5nct","x-ray"
"1jbh","nmr"
"2el8","nmr"
"6tfa","x-ray"
"7dfj","x-ray"
"5a7v","x-ray"
"1mcq","x-ray"
"5k47","em"
"5ckk","x-ray"
"1dn8","x-ray"
"6jhd","nmr"
"3r3j","x-ray"
"3ny6","x-ray"
"5ruo","x-ray"
"1cz8","x-ray"
"7c4m","x-ray"
"4l3c","x-ray"
"5cpi","x-ray"
"3fyj","x-ray"
"3a3i","x-ray"
"6uju","nmr"
"1sf7","x-ray"
"5drb","x-ray"
"3gp4","x-ray"
"4b1t","x-ray"
"1ph8","x-ray"
"7mpl","x-ray"
"6goj","x-ray"
"3to0","x-ray"
"1hle","x-ray"
"7rny","x-ray"
"1h5o","nmr"
"3d6q","x-ray"
"7cc2","x-ray"
"2jr2","nmr"
"5ped","x-ray"
"4bmm","x-ray"
"6bfs","x-ray"
"5idq","x-ray"
"4u2i","x-ray"
"6sro","x-ray"
"1xot","x-ray"
"3gka","x-ray"
"6uih","x-ray"
"6haf","x-ray"
"4buz","x-ray"
"6h41","x-ray"
"6d1w","em"
"6m12","x-ray"
"3k79","x-ray"
"3bue","x-ray"
"1wmx","x-ray"
"2igu","nmr"
"1o1s","x-ray"
"5iuy","x-ray"
"5tga","x-ray"
"1rm9","x-ray"
"6tun","x-ray"
"7m8y","x-ray"
"2wqs","x-ray"
"3p12","x-ray"
"5zg9","x-ray"
"2dmp","nmr"
"2m07","nmr"
"3trk","x-ray"
"3u8p","x-ray"
"4kvf","x-ray"
"5xcc","x-ray"
"6yzp","x-ray"
"3c65","x-ray"
"6iri","x-ray"
"3zhq","x-ray"
"3kqs","x-ray"
"3i7u","x-ray"
"5iax","x-ray"
"7as0","x-ray"
"2hnc","x-ray"
"1k50","x-ray"
"7fin","em"
"5v7x","x-ray"
"6uzb","em"
"4fv2","x-ray"
"3x27","x-ray"
"5igi","x-ray"
"5p2j","x-ray"
"5ksg","x-ray"
"1zqj","x-ray"
"3ley","x-ray"
"5acl","x-ray"
"7k6f","x-ray"
"2m09","nmr"
"6gew","x-ray"
"7qt5","x-ray"
"6akw","x-ray"
"3rqq","x-ray"
"3srq","x-ray"
"2kyb","nmr"
"7lxv","em"
"3djq","x-ray"
"4il6","x-ray"
"1pz9","x-ray"
"3mo1","x-ray"
"4jhg","x-ray"
"6ydy","x-ray"
"6zlz","x-ray"
"6u39","x-ray"
"6ys3","em"
"3zdq","x-ray"
"6qqp","x-ray"
"6gnn","x-ray"
"6xkz","em"
"5n5z","em"
"6b21","x-ray"
"3qlp","x-ray"
"5lot","x-ray"
"4wcw","x-ray"
"1jja","x-ray"
"7dhq","x-ray"
"5t3w","x-ray"
"6gq1","em"
"3o31","x-ray"
"3dzk","x-ray"
"1lbt","x-ray"
"1kq7","x-ray"
"7sjy","x-ray"
"6p84","x-ray"
"4o07","x-ray"
"1pui","x-ray"
"2cv5","x-ray"
"2loz","nmr"
"4p7g","x-ray"
"3hbb","x-ray"
"1i2m","x-ray"
"1x3n","x-ray"
"5qij","x-ray"
"5gha","x-ray"
"3p7v","x-ray"
"7mjv","x-ray"
"5xal","x-ray"
"3fyv","x-ray"
"2ax1","x-ray"
"2r7z","x-ray"
"4g6o","x-ray"
"2bgw","x-ray"
"5ovb","x-ray"
"5hlm","x-ray"
"6q2l","x-ray"
"5dr7","x-ray"
"2cfb","x-ray"
"3gox","x-ray"
"1jts","x-ray"
"5zcp","x-ray"
"3mp9","x-ray"
"3ds8","x-ray"
"1uz8","x-ray"
"1g5d","nmr"
"6qum","em"
"2rg3","x-ray"
"7ar4","x-ray"
"6h8r","x-ray"
"6vuh","x-ray"
"4lhp","x-ray"
"418d","x-ray"
"3x0m","x-ray"
"4k78","x-ray"
"2obr","x-ray"
"4exn","x-ray"
"6cur","x-ray"
"1p3o","x-ray"
"2pvc","x-ray"
"3dlb","x-ray"
"2gvp","nmr"
"5i59","x-ray"
"6rii","x-ray"
"7d7x","x-ray"
"1ey0","x-ray"
"2ipu","x-ray"
"6xqq","x-ray"
"5zgq","x-ray"
"4dou","x-ray"
"7mh8","x-ray"
"1uid","x-ray"
"5uez","x-ray"
"6pwp","em"
"3eqd","x-ray"
"5myc","x-ray"
"4rxj","x-ray"
"6br7","x-ray"
"4v96","x-ray"
"3knz","x-ray"
"5i8i","x-ray"
"3p8g","x-ray"
"3pp9","x-ray"
"6bin","x-ray"
"1ysi","nmr"
"5i5c","x-ray"
"4hit","x-ray"
"6z4k","x-ray"
"2dlf","x-ray"
"5hu2","x-ray"
"8auq","x-ray"
"2oo6","x-ray"
"7c5o","x-ray"
"6kfe","x-ray"
"2gkp","x-ray"
"7kti","x-ray"
"4wdb","x-ray"
"6rl4","x-ray"
"4z8i","x-ray"
"4z6l","x-ray"
"4pq6","x-ray"
"4mjd","x-ray"
"4aff","x-ray"
"1g7n","x-ray"
"5oon","x-ray"
"2vqf","x-ray"
"6sip","x-ray"
"4mh2","x-ray"
"3ccc","x-ray"
"3qdv","x-ray"
"1eij","nmr"
"5b0q","x-ray"
"2fuu","nmr"
"3ced","x-ray"
"2qwt","x-ray"
"7mxg","x-ray"
"4c5p","x-ray"
"4k08","x-ray"
"4u59","x-ray"
"6uke","x-ray"
"5s4i","x-ray"
"7sp7","em"
"7jv0","x-ray"
"4kzb","x-ray"
"6ckl","x-ray"
"3d8c","x-ray"
"7jxy","x-ray"
"3m5b","x-ray"
"3w77","x-ray"
"2bv2","x-ray"
"1gy7","x-ray"
"2eh8","x-ray"
"5r5x","x-ray"
"2pss","x-ray"
"5glm","x-ray"
"4b7x","x-ray"
"4cwn","x-ray"
"6ev6","x-ray"
"5mq7","em"
"6tiv","x-ray"
"2em1","nmr"
"4o4e","x-ray"
"5k5r","x-ray"
"7d1e","x-ray"
"5zva","x-ray"
"1aaj","x-ray"
"5ca8","x-ray"
"6nhy","nmr"
"6nh9","x-ray"
"6voq","x-ray"
"6k2i","nmr"
"3vvb","x-ray"
"4npa","x-ray"
"2yez","x-ray"
"3vzy","x-ray"
"3n1x","x-ray"
"1l7g","x-ray"
"6gdx","x-ray"
"4hyd","x-ray"
"1sme","x-ray"
"7o53","x-ray"
"4okp","x-ray"
"6h59","x-ray"
"6w1m","em"
"6n6e","x-ray"
"6plo","em"
"6rv0","x-ray"
"5a89","x-ray"
"1whh","nmr"
"3wiu","x-ray"
"4hdl","x-ray"
"5aqc","x-ray"
"1jjw","x-ray"
"6aoy","x-ray"
"7am0","x-ray"
"4fru","x-ray"
"3vw9","x-ray"
"3g0l","x-ray"
"2o4m","x-ray"
"6yrm","x-ray"
"5y32","x-ray"
"5an8","em"
"4l46","x-ray"
"2n1m","nmr"
"2mwy","nmr"
"6lml","em"
"6cfp","x-ray"
"4nwm","x-ray"
"6nnq","x-ray"
"1z0x","x-ray"
"2g8r","x-ray"
"4eb1","x-ray"
"6p9q","x-ray"
"5r9p","x-ray"
"3lmh","x-ray"
"5clh","x-ray"
"6cx3","x-ray"
"4v67","x-ray"
"2ba9","x-ray"
"3u0l","x-ray"
"2wvj","x-ray"
"5isu","x-ray"
"4rgk","x-ray"
"5i3s","x-ray"
"3t3y","x-ray"
"6a04","x-ray"
"5yw3","x-ray"
"6hz4","em"
"6msh","em"
"5cke","x-ray"
"4ovq","x-ray"
"4yqk","x-ray"
"5bzn","x-ray"
"1kge","x-ray"
"4ewf","x-ray"
"5fw8","x-ray"
"5hba","x-ray"
"6uv8","x-ray"
"1akl","x-ray"
"3mv0","x-ray"
"4giq","x-ray"
"5x0n","x-ray"
"2bvr","x-ray"
"7lbd","x-ray"
"3u8l","x-ray"
"2lek","nmr"
"7kys","x-ray"
"1ynh","x-ray"
"5nm8","x-ray"
"4zd3","x-ray"
"2jcp","x-ray"
"5nqk","x-ray"
"1zhk","x-ray"
"5kvw","x-ray"
"1uhx","x-ray"
"4ugj","x-ray"
"5uqt","x-ray"
"3sae","x-ray"
"6j7i","x-ray"
"3oxx","x-ray"
"1k2f","x-ray"
"1uso","x-ray"
"2p8q","x-ray"
"4hla","x-ray"
"3emd","x-ray"
"5ljd","x-ray"
"7de0","x-ray"
"1eog","x-ray"
"2jxv","nmr"
"3jd1","em"
"4e7l","x-ray"
"7bum","x-ray"
"5qtq","x-ray"
"6s6k","x-ray"
"1f4r","x-ray"
"3mef","nmr"
"6g3o","x-ray"
"1cn4","x-ray"
"6l48","em"
"1gcg","x-ray"
"2okt","x-ray"
"2von","x-ray"
"5j2w","nmr"
"1x0j","x-ray"
"1ah8","x-ray"
"4b1a","x-ray"
"6uuo","x-ray"
"3ncq","x-ray"
"2co7","x-ray"
"6n2r","x-ray"
"4v3b","x-ray"
"5rcb","x-ray"
"1um0","x-ray"
"3ep7","x-ray"
"4kmh","x-ray"
"7me1","x-ray"
"3rb6","x-ray"
"4tym","x-ray"
"4ig8","x-ray"
"4k03","x-ray"
"5sx8","x-ray"
"7m6k","x-ray"
"4wz7","x-ray"
"4jdz","x-ray"
"3bks","x-ray"
"6ky4","x-ray"
"4jaz","x-ray"
"1rgb","x-ray"
"2pva","x-ray"
"7a5r","em"
"1v67","x-ray"
"4ur0","x-ray"
"5b26","x-ray"
"7ebl","x-ray"
"2dbh","nmr"
"7l8t","em"
"5foc","x-ray"
"5tnb","x-ray"
"1fqn","x-ray"
"5n6r","nmr"
"1l0v","x-ray"
"1k9z","x-ray"
"4d6i","x-ray"
"3tpi","x-ray"
"6u7k","em"
"2kzn","nmr"
"4jop","x-ray"
"4pow","x-ray"
"1i6w","x-ray"
"3goc","x-ray"
"2a11","x-ray"
"5ese","x-ray"
"1y5m","x-ray"
"6mff","x-ray"
"7oki","x-ray"
"4rx0","x-ray"
"4ed7","x-ray"
"6wma","x-ray"
"1xnw","x-ray"
"6kps","x-ray"
"1vrt","x-ray"
"5eua","x-ray"
"161l","x-ray"
"1ess","nmr"
"4m6r","x-ray"
"4b8j","x-ray"
"7cgl","x-ray"
"7p0c","x-ray"
"3c70","x-ray"
"4v1l","x-ray"
"6i85","em"
"3k8j","x-ray"
"5mf4","x-ray"
"6ckm","x-ray"
"4g2g","x-ray"
"5m7u","x-ray"
"1fla","x-ray"
"3dv1","x-ray"
"2qoi","x-ray"
"4n8w","x-ray"
"2ll2","nmr"
"5ojm","x-ray"
"1b34","x-ray"
"2lu9","nmr"
"6ww7","em"
"4fio","x-ray"
"1mor","x-ray"
"6b10","x-ray"
"6ekb","x-ray"
"6e07","x-ray"
"2bmv","x-ray"
"6f32","x-ray"
"5s50","x-ray"
"3hxl","x-ray"
"7n9z","em"
"6wco","x-ray"
"6ppy","x-ray"
"7ndk","x-ray"
"6kn2","nmr"
"5jhk","x-ray"
"4lyp","x-ray"
"1l4f","x-ray"
"3ugg","x-ray"
"3oll","x-ray"
"7ntu","x-ray"
"3pjs","x-ray"
"2pfy","x-ray"
"2vkc","nmr"
"7nr7","x-ray"
"6l1a","x-ray"
"4fqz","x-ray"
"2hka","x-ray"
"3eh7","x-ray"
"4dgw","x-ray"
"2wo6","x-ray"
"5nw0","x-ray"
"8cw3","x-ray"
"7dky","x-ray"
"2dy8","nmr"
"6oil","x-ray"
"2lla","nmr"
"2lqq","nmr"
"2clu","x-ray"
"7n13","x-ray"
"2dby","x-ray"
"2hts","x-ray"
"6aud","x-ray"
"6vi4","x-ray"
"4f96","x-ray"
"5o2g","x-ray"
"1ijs","x-ray"
"6f07","em"
"6om1","x-ray"
"5v5m","x-ray"
"4klq","x-ray"
"7r23","x-ray"
"4f5v","x-ray"
"2lj5","nmr"
"5d65","x-ray"
"5mrt","x-ray"
"2hoj","x-ray"
"7a8l","x-ray"
"1hgt","x-ray"
"3wq8","x-ray"
"3fed","x-ray"
"3i1j","x-ray"
"3cfz","x-ray"
"3itm","x-ray"
"1xvo","x-ray"
"3zl1","x-ray"
"5idw","x-ray"
"4kcc","x-ray"
"6b3d","x-ray"
"6iqk","x-ray"
"6ous","x-ray"
"4uis","em"
"3iew","x-ray"
"2fv1","x-ray"
"1xz7","x-ray"
"4yzt","x-ray"
"5htx","x-ray"
"1m8j","x-ray"
"340d","x-ray"
"5tvm","x-ray"
"4qu1","x-ray"
"2ipt","x-ray"
"2xxn","x-ray"
"3gem","x-ray"
"5axn","x-ray"
"1ggz","x-ray"
"3pp8","x-ray"
"6r8m","x-ray"
"4res","x-ray"
"3sgi","x-ray"
"5vk3","x-ray"
"6ras","x-ray"
"4lms","x-ray"
"2kej","nmr"
"7awy","x-ray"
"1ejx","x-ray"
"3s6l","x-ray"
"6ap5","nmr"
"2z8v","x-ray"
"6a1v","x-ray"
"4zau","x-ray"
"2o1w","x-ray"
"4kts","x-ray"
"4f2k","x-ray"
"2iqq","x-ray"
"1qht","x-ray"
"2qkf","x-ray"
"2ha8","x-ray"
"4eiy","x-ray"
"3il8","x-ray"
"5o6h","x-ray"
"4hb0","x-ray"
"2fei","nmr"
"6xp2","x-ray"
"3fiu","x-ray"
"6hdd","em"
"3sv7","x-ray"
"2qqv","x-ray"
"5yqj","x-ray"
"1b2a","x-ray"
"3eih","x-ray"
"6j7c","x-ray"
"5tpy","x-ray"
"4g46","x-ray"
"1ywa","x-ray"
"5u1j","x-ray"
"1c70","x-ray"
"3f4n","x-ray"
"5dq2","x-ray"
"4l29","x-ray"
"3mh0","x-ray"
"2ft0","x-ray"
"2buy","x-ray"
"3u3g","x-ray"
"7b81","x-ray"
"6lj2","x-ray"
"1pch","x-ray"
"1xjl","x-ray"
"5h79","x-ray"
"4ije","x-ray"
"7f8y","x-ray"
"4yw1","x-ray"
"5teg","x-ray"
"4gyj","x-ray"
"5b7j","nmr"
"5rdb","x-ray"
"5zfm","x-ray"
"2jgd","x-ray"
"5nzn","x-ray"
"3g5w","x-ray"
"3ukv","x-ray"
"3cep","x-ray"
"6rwi","x-ray"
"5g5p","em"
"1ful","nmr"
"7lch","em"
"4oxs","x-ray"
"1pef","x-ray"
"2rei","x-ray"
"7npv","em"
"7ex2","x-ray"
"6ysf","em"
"2ojh","x-ray"
"5tmt","x-ray"
"5mqz","x-ray"
"6g5u","x-ray"
"2yne","x-ray"
"5tk6","x-ray"
"6j9m","x-ray"
"1snj","nmr"
"2frc","nmr"
"4f7n","x-ray"
"2yxz","x-ray"
"2hqe","x-ray"
"5qg0","x-ray"
"3bid","x-ray"
"2hb4","x-ray"
"1sbp","x-ray"
"4kpt","x-ray"
"3gph","x-ray"
"6t0w","em"
"2w5x","x-ray"
"6ln0","x-ray"
"1tr8","x-ray"
"6dhg","x-ray"
"3p44","x-ray"
"3tyg","x-ray"
"6ib1","em"
"1yik","x-ray"
"1o81","x-ray"
"5gy1","x-ray"
"5vfu","em"
"5wti","x-ray"
"1zs6","x-ray"
"5ixj","x-ray"
"6u7a","x-ray"
"4ct5","x-ray"
"5yxn","x-ray"
"4d2i","x-ray"
"5tsp","x-ray"
"2fa1","x-ray"
"7krr","em"
"5tjt","em"
"2f3w","nmr"
"5lwm","x-ray"
"7d5v","x-ray"
"7p1w","x-ray"
"2wqk","x-ray"
"6g8x","x-ray"
"6sj5","x-ray"
"3cx5","x-ray"
"6tmo","x-ray"
"6qsu","em"
"4eq5","x-ray"
"4ha3","x-ray"
"1wue","x-ray"
"5a5t","em"
"6k4m","em"
"6sl9","x-ray"
"1gw7","em"
"3m2k","x-ray"
"2ihu","x-ray"
"3rux","x-ray"
"6hvo","x-ray"
"6acc","em"
"1zi3","x-ray"
"2y9n","x-ray"
"3dog","x-ray"
"2fob","x-ray"
"2m0e","nmr"
"3nty","x-ray"
"7wt0","x-ray"
"7ay6","x-ray"
"7lxa","x-ray"
"6zqd","em"
"3oc2","x-ray"
"4b3c","x-ray"
"3l5m","x-ray"
"4qnb","x-ray"
"1cwi","x-ray"
"5pf2","x-ray"
"6kg7","em"
"4beq","x-ray"
"4n5u","x-ray"
"5xms","x-ray"
"5tbe","x-ray"
"1di9","x-ray"
"5g65","x-ray"
"1i33","x-ray"
"2nz5","x-ray"
"3q5e","x-ray"
"4ifk","x-ray"
"2d1a","nmr"
"3pho","x-ray"
"6kxm","x-ray"
"1qq2","x-ray"
"7bq7","x-ray"
"5jtp","nmr"
"1arw","x-ray"
"6zas","x-ray"
"6zk6","x-ray"
"5pwd","x-ray"
"5db1","x-ray"
"3gss","x-ray"
"2m6t","nmr"
"4w6l","x-ray"
"5xuf","x-ray"
"2p12","x-ray"
"5ooa","x-ray"
"2ao6","x-ray"
"5y6k","x-ray"
"7rds","x-ray"
"2i82","x-ray"
"4lzs","x-ray"
"4lt1","x-ray"
"6nkf","x-ray"
"1c2r","x-ray"
"4k7n","x-ray"
"7nxp","x-ray"
"5xe0","x-ray"
"4gyv","x-ray"
"7fdr","x-ray"
"7pld","x-ray"
"4m13","x-ray"
"2fc2","x-ray"
"5l0s","x-ray"
"3dc8","x-ray"
"1w2c","x-ray"
"6bjl","x-ray"
"6p6p","x-ray"
"5bxf","x-ray"
"2okw","x-ray"
"1my6","x-ray"
"1plp","nmr"
"4nyk","x-ray"
"4x8i","x-ray"
"2dv0","x-ray"
"4qb0","x-ray"
"1tzp","x-ray"
"6rh7","x-ray"
"6o39","x-ray"
"1mbm","x-ray"
"2dge","x-ray"
"2m1g","nmr"
"4oh0","x-ray"
"1bd7","x-ray"
"4nrt","x-ray"
"3okm","x-ray"
"7w9f","em"
"3jd6","em"
"4rzs","x-ray"
"1c5p","x-ray"
"2lgh","nmr"
"7bdv","x-ray"
"2mcn","nmr"
"6a70","em"
"4mz2","x-ray"
"1a3t","x-ray"
"1mtr","x-ray"
"3vlx","x-ray"
"2vbo","x-ray"
"7e4e","nmr"
"2kjz","nmr"
"3udc","x-ray"
"6o67","x-ray"
"2l3q","nmr"
"5hkh","x-ray"
"1kmk","x-ray"
"7b34","x-ray"
"2xku","nmr"
"4vgc","x-ray"
"1gbu","x-ray"
"3gto","x-ray"
"6e8t","x-ray"
"1lw7","x-ray"
"5k8j","x-ray"
"2fqq","x-ray"
"4hkv","x-ray"
"4m1q","x-ray"
"7ctc","x-ray"
"5fo0","x-ray"
"5wr5","x-ray"
"5r2m","x-ray"
"2n0x","nmr"
"7dc6","x-ray"
"1hip","x-ray"
"4l36","x-ray"
"4rmj","x-ray"
"7ogu","x-ray"
"6su4","x-ray"
"3bkb","x-ray"
"5gge","x-ray"
"5vhv","x-ray"
"1lvn","x-ray"
"6bku","x-ray"
"4a9i","x-ray"
"6ujb","em"
"3qpf","x-ray"
"5i2n","x-ray"
"7m4p","em"
"2ksw","nmr"
"1cam","x-ray"
"6ray","em"
"4u3a","x-ray"
"1w58","x-ray"
"6e5m","x-ray"
"5z4j","x-ray"
"5ifc","x-ray"
"1yxk","x-ray"
"5k65","x-ray"
"1t8w","x-ray"
"4ql5","x-ray"
"3hca","x-ray"
"5h1e","x-ray"
"5g2b","x-ray"
"3sz4","x-ray"
"1zrk","x-ray"
"3f2z","x-ray"
"6oxm","x-ray"
"2cb3","x-ray"
"1ob1","x-ray"
"1zaa","x-ray"
"3kg0","x-ray"
"3x40","x-ray"
"5k5x","x-ray"
"7l8i","x-ray"
"1mgo","x-ray"
"5j96","x-ray"
"4xaz","x-ray"
"4m7b","x-ray"
"2h5k","x-ray"
"3j03","em"
"4nkx","x-ray"
"1tx7","x-ray"
"4u4f","x-ray"
"6jip","x-ray"
"6ut2","nmr"
"5aja","x-ray"
"5dl8","x-ray"
"7buq","x-ray"
"3ens","x-ray"
"6nxk","x-ray"
"3nuq","x-ray"
"2x8k","x-ray"
"6nnc","x-ray"
"1sgo","nmr"
"7y76","em"
"7o0i","em"
"3aki","x-ray"
"6x9f","x-ray"
"7xxk","x-ray"
"5vp9","x-ray"
"6uhc","em"
"1k7u","x-ray"
"3zuc","x-ray"
"7d3i","x-ray"
"7aeg","x-ray"
"4eou","x-ray"
"6jym","x-ray"
"2hsm","x-ray"
"4hwu","x-ray"
"4bim","x-ray"
"5xwx","x-ray"
"2xpa","x-ray"
"1zxy","x-ray"
"7lfo","x-ray"
"6ek6","x-ray"
"6cuv","x-ray"
"1z1i","x-ray"
"3eit","x-ray"
"1ysq","x-ray"
"5csi","x-ray"
"1slv","x-ray"
"6bml","x-ray"
"3o5z","x-ray"
"1ee0","x-ray"
"3glf","x-ray"
"1qfs","x-ray"
"3ud6","x-ray"
"2e60","nmr"
"7vx5","em"
"1kop","x-ray"
"5d6v","x-ray"
"7cjm","x-ray"
"1id9","x-ray"
"6v74","x-ray"
"2ki7","nmr"
"6s9v","x-ray"
"3r0n","x-ray"
"4wi6","x-ray"
"1hqd","x-ray"
"3mwa","x-ray"
"1xh3","x-ray"
"7fat","x-ray"
"4ah1","x-ray"
"2lkd","nmr"
"1fpg","x-ray"
"4l3p","x-ray"
"7cwu","em"
"7b0f","x-ray"
"4h0i","x-ray"
"6wix","x-ray"
"1d4u","nmr"
"7p14","em"
"5l11","x-ray"
"3eyt","x-ray"
